id,name,a_min,a_max,b_min,b_max,c_min
__export__.fal_stroke_max_VBL-025-L1-M01,VBL-025-L1-M01,15,49,50,100,101
__export__.fal_stroke_max_VBL-025-L1-M02,VBL-025-L1-M02,15,49,50,100,101
__export__.fal_stroke_max_VBL-025-L1-M03,VBL-025-L1-M03,15,49,50,100,101
__export__.fal_stroke_max_VBL-025-L1-M04,VBL-025-L1-M04,5,100,NO,NO,101
__export__.fal_stroke_max_VBL-025-L1-M05,VBL-025-L1-M05,5,100,NO,NO,101
__export__.fal_stroke_max_VBL-025-L1-M06,VBL-025-L1-M06,10,100,NO,NO,101
__export__.fal_stroke_max_VBL-025-L1-M07,VBL-025-L1-M07,10,100,NO,NO,101
__export__.fal_stroke_max_VBL-025-L1-M08,VBL-025-L1-M08,5,100,NO,NO,101
__export__.fal_stroke_max_VBL-025-L1-M09,VBL-025-L1-M09,5,100,NO,NO,101
__export__.fal_stroke_max_VBL-025-L1-M10,VBL-025-L1-M10,10,100,NO,NO,101
__export__.fal_stroke_max_VBL-025-L1-M11,VBL-025-L1-M11,10,100,NO,NO,101
__export__.fal_stroke_max_VBL-025-L1-M12,VBL-025-L1-M12,15,49,50,100,101
__export__.fal_stroke_max_VBL-025-L2-M01,VBL-025-L2-M01,NO,NO,50,NO SUP,NO
__export__.fal_stroke_max_VBL-025-L2-M02,VBL-025-L2-M02,NO,NO,50,NO SUP,NO
__export__.fal_stroke_max_VBL-025-L2-M06,VBL-025-L2-M06,NO,NO,50,NO SUP,NO
__export__.fal_stroke_max_VBL-025-L2-M07,VBL-025-L2-M07,NO,NO,50,NO SUP,NO
__export__.fal_stroke_max_VBL-025-L2-M10,VBL-025-L2-M10,NO,NO,50,NO SUP,NO
__export__.fal_stroke_max_VBL-025-L2-M11,VBL-025-L2-M11,NO,NO,50,NO SUP,NO
__export__.fal_stroke_max_VBL-025-L3-M01,VBL-025-L3-M01,NO,NO,50,80,81
__export__.fal_stroke_max_VBL-025-L3-M02,VBL-025-L3-M02,NO,NO,50,80,81
__export__.fal_stroke_max_VBL-025-L3-M06,VBL-025-L3-M06,NO,NO,50,80,81
__export__.fal_stroke_max_VBL-025-L3-M07,VBL-025-L3-M07,NO,NO,50,80,81
__export__.fal_stroke_max_VBL-025-L3-M10,VBL-025-L3-M10,NO,NO,50,80,81
__export__.fal_stroke_max_VBL-025-L3-M11,VBL-025-L3-M11,NO,NO,50,80,81
__export__.fal_stroke_max_VBL-025-L4-M01,VBL-025-L4-M01,NO,NO,50,NO SUP,NO
__export__.fal_stroke_max_VBL-025-L4-M02,VBL-025-L4-M02,NO,NO,50,NO SUP,NO
__export__.fal_stroke_max_VBL-025-L4-M06,VBL-025-L4-M06,NO,NO,50,NO SUP,NO
__export__.fal_stroke_max_VBL-025-L4-M07,VBL-025-L4-M07,NO,NO,50,NO SUP,NO
__export__.fal_stroke_max_VBL-025-L4-M10,VBL-025-L4-M10,NO,NO,50,NO SUP,NO
__export__.fal_stroke_max_VBL-025-L4-M11,VBL-025-L4-M11,NO,NO,50,NO SUP,NO
__export__.fal_stroke_max_VBL-032-L1-M01,VBL-032-L1-M01,15,49,50,150,151
__export__.fal_stroke_max_VBL-032-L1-M02,VBL-032-L1-M02,15,49,50,150,151
__export__.fal_stroke_max_VBL-032-L1-M03,VBL-032-L1-M03,15,49,50,150,151
__export__.fal_stroke_max_VBL-032-L1-M04,VBL-032-L1-M04,5,150,NO,NO,151
__export__.fal_stroke_max_VBL-032-L1-M05,VBL-032-L1-M05,5,150,NO,NO,151
__export__.fal_stroke_max_VBL-032-L1-M06,VBL-032-L1-M06,10,150,NO,NO,151
__export__.fal_stroke_max_VBL-032-L1-M07,VBL-032-L1-M07,10,150,NO,NO,151
__export__.fal_stroke_max_VBL-032-L1-M08,VBL-032-L1-M08,5,150,NO,NO,151
__export__.fal_stroke_max_VBL-032-L1-M09,VBL-032-L1-M09,5,150,NO,NO,151
__export__.fal_stroke_max_VBL-032-L1-M10,VBL-032-L1-M10,10,150,NO,NO,151
__export__.fal_stroke_max_VBL-032-L1-M11,VBL-032-L1-M11,10,150,NO,NO,151
__export__.fal_stroke_max_VBL-032-L1-M12,VBL-032-L1-M12,15,49,50,150,151
__export__.fal_stroke_max_VBL-032-L2-M01,VBL-032-L2-M01,NO,NO,50,NO SUP,NO
__export__.fal_stroke_max_VBL-032-L2-M02,VBL-032-L2-M02,NO,NO,50,NO SUP,NO
__export__.fal_stroke_max_VBL-032-L2-M06,VBL-032-L2-M06,NO,NO,50,NO SUP,NO
__export__.fal_stroke_max_VBL-032-L2-M07,VBL-032-L2-M07,NO,NO,50,NO SUP,NO
__export__.fal_stroke_max_VBL-032-L2-M10,VBL-032-L2-M10,NO,NO,50,NO SUP,NO
__export__.fal_stroke_max_VBL-032-L2-M11,VBL-032-L2-M11,NO,NO,50,NO SUP,NO
__export__.fal_stroke_max_VBL-032-L3-M01,VBL-032-L3-M01,NO,NO,50,125,126
__export__.fal_stroke_max_VBL-032-L3-M02,VBL-032-L3-M02,NO,NO,50,125,126
__export__.fal_stroke_max_VBL-032-L3-M06,VBL-032-L3-M06,NO,NO,50,125,126
__export__.fal_stroke_max_VBL-032-L3-M07,VBL-032-L3-M07,NO,NO,50,125,126
__export__.fal_stroke_max_VBL-032-L3-M10,VBL-032-L3-M10,NO,NO,50,125,126
__export__.fal_stroke_max_VBL-032-L3-M11,VBL-032-L3-M11,NO,NO,50,125,126
__export__.fal_stroke_max_VBL-032-L4-M01,VBL-032-L4-M01,NO,NO,50,NO SUP,NO
__export__.fal_stroke_max_VBL-032-L4-M02,VBL-032-L4-M02,NO,NO,50,NO SUP,NO
__export__.fal_stroke_max_VBL-032-L4-M06,VBL-032-L4-M06,NO,NO,50,NO SUP,NO
__export__.fal_stroke_max_VBL-032-L4-M07,VBL-032-L4-M07,NO,NO,50,NO SUP,NO
__export__.fal_stroke_max_VBL-032-L4-M10,VBL-032-L4-M10,NO,NO,50,NO SUP,NO
__export__.fal_stroke_max_VBL-032-L4-M11,VBL-032-L4-M11,NO,NO,50,NO SUP,NO
__export__.fal_stroke_max_VBL-040-L1-M01,VBL-040-L1-M01,15,49,50,165,166
__export__.fal_stroke_max_VBL-040-L1-M02,VBL-040-L1-M02,15,49,50,165,166
__export__.fal_stroke_max_VBL-040-L1-M03,VBL-040-L1-M03,15,49,50,165,166
__export__.fal_stroke_max_VBL-040-L1-M04,VBL-040-L1-M04,10,165,NO,NO,166
__export__.fal_stroke_max_VBL-040-L1-M05,VBL-040-L1-M05,10,165,NO,NO,166
__export__.fal_stroke_max_VBL-040-L1-M06,VBL-040-L1-M06,10,165,NO,NO,166
__export__.fal_stroke_max_VBL-040-L1-M07,VBL-040-L1-M07,10,165,NO,NO,166
__export__.fal_stroke_max_VBL-040-L1-M08,VBL-040-L1-M08,10,165,NO,NO,166
__export__.fal_stroke_max_VBL-040-L1-M09,VBL-040-L1-M09,10,165,NO,NO,166
__export__.fal_stroke_max_VBL-040-L1-M10,VBL-040-L1-M10,10,165,NO,NO,166
__export__.fal_stroke_max_VBL-040-L1-M11,VBL-040-L1-M11,10,165,NO,NO,166
__export__.fal_stroke_max_VBL-040-L1-M12,VBL-040-L1-M12,15,49,50,165,166
__export__.fal_stroke_max_VBL-040-L2-M01,VBL-040-L2-M01,NO,NO,50,NO SUP,NO
__export__.fal_stroke_max_VBL-040-L2-M02,VBL-040-L2-M02,NO,NO,50,NO SUP,NO
__export__.fal_stroke_max_VBL-040-L2-M06,VBL-040-L2-M06,NO,NO,50,NO SUP,NO
__export__.fal_stroke_max_VBL-040-L2-M07,VBL-040-L2-M07,NO,NO,50,NO SUP,NO
__export__.fal_stroke_max_VBL-040-L2-M10,VBL-040-L2-M10,NO,NO,50,NO SUP,NO
__export__.fal_stroke_max_VBL-040-L2-M11,VBL-040-L2-M11,NO,NO,50,NO SUP,NO
__export__.fal_stroke_max_VBL-040-L3-M01,VBL-040-L3-M01,NO,NO,50,145,146
__export__.fal_stroke_max_VBL-040-L3-M02,VBL-040-L3-M02,NO,NO,50,145,146
__export__.fal_stroke_max_VBL-040-L3-M05,VBL-040-L3-M05,NO,NO,NO,NO,143
__export__.fal_stroke_max_VBL-040-L3-M06,VBL-040-L3-M06,NO,NO,0,145,146
__export__.fal_stroke_max_VBL-040-L3-M07,VBL-040-L3-M07,NO,NO,0,145,146
__export__.fal_stroke_max_VBL-040-L3-M10,VBL-040-L3-M10,NO,NO,0,145,146
__export__.fal_stroke_max_VBL-040-L3-M11,VBL-040-L3-M11,NO,NO,0,145,146
__export__.fal_stroke_max_VBL-040-L4-M01,VBL-040-L4-M01,NO,NO,50,NO SUP,NO
__export__.fal_stroke_max_VBL-040-L4-M02,VBL-040-L4-M02,NO,NO,50,NO SUP,NO
__export__.fal_stroke_max_VBL-040-L4-M06,VBL-040-L4-M06,NO,NO,50,NO SUP,NO
__export__.fal_stroke_max_VBL-040-L4-M07,VBL-040-L4-M07,NO,NO,50,NO SUP,NO
__export__.fal_stroke_max_VBL-040-L4-M10,VBL-040-L4-M10,NO,NO,50,NO SUP,NO
__export__.fal_stroke_max_VBL-040-L4-M11,VBL-040-L4-M11,NO,NO,50,NO SUP,NO
__export__.fal_stroke_max_VBL-050-L1-M01,VBL-050-L1-M01,15,49,50,170,171
__export__.fal_stroke_max_VBL-050-L1-M02,VBL-050-L1-M02,15,49,50,170,171
__export__.fal_stroke_max_VBL-050-L1-M03,VBL-050-L1-M03,15,49,50,170,171
__export__.fal_stroke_max_VBL-050-L1-M04,VBL-050-L1-M04,10,170,NO,NO,171
__export__.fal_stroke_max_VBL-050-L1-M05,VBL-050-L1-M05,10,170,NO,NO,171
__export__.fal_stroke_max_VBL-050-L1-M06,VBL-050-L1-M06,10,170,NO,NO,171
__export__.fal_stroke_max_VBL-050-L1-M07,VBL-050-L1-M07,10,170,NO,NO,171
__export__.fal_stroke_max_VBL-050-L1-M08,VBL-050-L1-M08,10,170,NO,NO,171
__export__.fal_stroke_max_VBL-050-L1-M09,VBL-050-L1-M09,10,170,NO,NO,171
__export__.fal_stroke_max_VBL-050-L1-M10,VBL-050-L1-M10,10,170,NO,NO,171
__export__.fal_stroke_max_VBL-050-L1-M11,VBL-050-L1-M11,10,170,NO,NO,171
__export__.fal_stroke_max_VBL-050-L1-M12,VBL-050-L1-M12,15,49,50,170,171
__export__.fal_stroke_max_VBL-050-L2-M01,VBL-050-L2-M01,NO,NO,60,NO SUP,NO
__export__.fal_stroke_max_VBL-050-L2-M02,VBL-050-L2-M02,NO,NO,60,NO SUP,NO
__export__.fal_stroke_max_VBL-050-L2-M06,VBL-050-L2-M06,NO,NO,60,NO SUP,NO
__export__.fal_stroke_max_VBL-050-L2-M07,VBL-050-L2-M07,NO,NO,60,NO SUP,NO
__export__.fal_stroke_max_VBL-050-L2-M10,VBL-050-L2-M10,NO,NO,60,NO SUP,NO
__export__.fal_stroke_max_VBL-050-L2-M11,VBL-050-L2-M11,NO,NO,60,NO SUP,NO
__export__.fal_stroke_max_VBL-050-L3-M01,VBL-050-L3-M01,NO,NO,50,143,144
__export__.fal_stroke_max_VBL-050-L3-M02,VBL-050-L3-M02,NO,NO,50,143,144
__export__.fal_stroke_max_VBL-050-L3-M06,VBL-050-L3-M06,NO,NO,50,143,144
__export__.fal_stroke_max_VBL-050-L3-M07,VBL-050-L3-M07,NO,NO,50,143,144
__export__.fal_stroke_max_VBL-050-L3-M10,VBL-050-L3-M10,NO,NO,50,143,144
__export__.fal_stroke_max_VBL-050-L3-M11,VBL-050-L3-M11,NO,NO,50,143,144
__export__.fal_stroke_max_VBL-050-L4-M01,VBL-050-L4-M01,NO,NO,50,NO SUP,NO
__export__.fal_stroke_max_VBL-050-L4-M02,VBL-050-L4-M02,NO,NO,50,NO SUP,NO
__export__.fal_stroke_max_VBL-050-L4-M06,VBL-050-L4-M06,NO,NO,50,NO SUP,NO
__export__.fal_stroke_max_VBL-050-L4-M07,VBL-050-L4-M07,NO,NO,50,NO SUP,NO
__export__.fal_stroke_max_VBL-050-L4-M10,VBL-050-L4-M10,NO,NO,50,NO SUP,NO
__export__.fal_stroke_max_VBL-050-L4-M11,VBL-050-L4-M11,NO,NO,50,NO SUP,NO
__export__.fal_stroke_max_VBL-063-L1-M01,VBL-063-L1-M01,20,49,50,165,166
__export__.fal_stroke_max_VBL-063-L1-M02,VBL-063-L1-M02,20,49,50,165,166
__export__.fal_stroke_max_VBL-063-L1-M03,VBL-063-L1-M03,20,49,50,165,166
__export__.fal_stroke_max_VBL-063-L1-M04,VBL-063-L1-M04,10,165,NO,NO,166
__export__.fal_stroke_max_VBL-063-L1-M05,VBL-063-L1-M05,10,165,NO,NO,166
__export__.fal_stroke_max_VBL-063-L1-M06,VBL-063-L1-M06,15,165,NO,NO,166
__export__.fal_stroke_max_VBL-063-L1-M07,VBL-063-L1-M07,15,165,NO,NO,166
__export__.fal_stroke_max_VBL-063-L1-M08,VBL-063-L1-M08,10,165,NO,NO,166
__export__.fal_stroke_max_VBL-063-L1-M09,VBL-063-L1-M09,10,165,NO,NO,166
__export__.fal_stroke_max_VBL-063-L1-M10,VBL-063-L1-M10,15,165,NO,NO,166
__export__.fal_stroke_max_VBL-063-L1-M11,VBL-063-L1-M11,10,165,NO,NO,166
__export__.fal_stroke_max_VBL-063-L1-M12,VBL-063-L1-M12,20,49,50,165,166
__export__.fal_stroke_max_VBL-063-L2-M01,VBL-063-L2-M01,NO,NO,60,NO SUP,NO
__export__.fal_stroke_max_VBL-063-L2-M02,VBL-063-L2-M02,NO,NO,60,NO SUP,NO
__export__.fal_stroke_max_VBL-063-L2-M06,VBL-063-L2-M06,NO,NO,60,NO SUP,NO
__export__.fal_stroke_max_VBL-063-L2-M07,VBL-063-L2-M07,NO,NO,60,NO SUP,NO
__export__.fal_stroke_max_VBL-063-L2-M10,VBL-063-L2-M10,NO,NO,60,NO SUP,NO
__export__.fal_stroke_max_VBL-063-L2-M11,VBL-063-L2-M11,NO,NO,60,NO SUP,NO
__export__.fal_stroke_max_VBL-063-L3-M01,VBL-063-L3-M01,NO,NO,50,153,154
__export__.fal_stroke_max_VBL-063-L3-M02,VBL-063-L3-M02,NO,NO,50,153,154
__export__.fal_stroke_max_VBL-063-L3-M06,VBL-063-L3-M06,NO,NO,0,153,154
__export__.fal_stroke_max_VBL-063-L3-M07,VBL-063-L3-M07,NO,NO,0,153,154
__export__.fal_stroke_max_VBL-063-L3-M10,VBL-063-L3-M10,NO,NO,0,153,154
__export__.fal_stroke_max_VBL-063-L3-M11,VBL-063-L3-M11,NO,NO,0,153,154
__export__.fal_stroke_max_VBL-063-L4-M01,VBL-063-L4-M01,NO,NO,50,NO SUP,NO
__export__.fal_stroke_max_VBL-063-L4-M02,VBL-063-L4-M02,NO,NO,50,NO SUP,NO
__export__.fal_stroke_max_VBL-063-L4-M06,VBL-063-L4-M06,NO,NO,50,NO SUP,NO
__export__.fal_stroke_max_VBL-063-L4-M07,VBL-063-L4-M07,NO,NO,50,NO SUP,NO
__export__.fal_stroke_max_VBL-063-L4-M10,VBL-063-L4-M10,NO,NO,50,NO SUP,NO
__export__.fal_stroke_max_VBL-063-L4-M11,VBL-063-L4-M11,NO,NO,50,NO SUP,NO
__export__.fal_stroke_max_VBL-080-L1-M01,VBL-080-L1-M01,25,59,60,165,166
__export__.fal_stroke_max_VBL-080-L1-M02,VBL-080-L1-M02,25,59,60,165,166
__export__.fal_stroke_max_VBL-080-L1-M03,VBL-080-L1-M03,25,59,60,165,166
__export__.fal_stroke_max_VBL-080-L1-M04,VBL-080-L1-M04,10,165,NO,NO,166
__export__.fal_stroke_max_VBL-080-L1-M05,VBL-080-L1-M05,10,165,NO,NO,166
__export__.fal_stroke_max_VBL-080-L1-M06,VBL-080-L1-M06,15,165,NO,NO,166
__export__.fal_stroke_max_VBL-080-L1-M07,VBL-080-L1-M07,15,165,NO,NO,166
__export__.fal_stroke_max_VBL-080-L1-M08,VBL-080-L1-M08,10,165,NO,NO,166
__export__.fal_stroke_max_VBL-080-L1-M09,VBL-080-L1-M09,10,165,NO,NO,166
__export__.fal_stroke_max_VBL-080-L1-M10,VBL-080-L1-M10,15,165,NO,NO,166
__export__.fal_stroke_max_VBL-080-L1-M11,VBL-080-L1-M11,15,165,NO,NO,166
__export__.fal_stroke_max_VBL-080-L1-M12,VBL-080-L1-M12,25,59,60,165,166
__export__.fal_stroke_max_VBL-080-L2-M01,VBL-080-L2-M01,NO,NO,80,NO SUP,NO
__export__.fal_stroke_max_VBL-080-L2-M02,VBL-080-L2-M02,NO,NO,80,NO SUP,NO
__export__.fal_stroke_max_VBL-080-L2-M06,VBL-080-L2-M06,NO,NO,80,NO SUP,NO
__export__.fal_stroke_max_VBL-080-L2-M07,VBL-080-L2-M07,NO,NO,80,NO SUP,NO
__export__.fal_stroke_max_VBL-080-L2-M10,VBL-080-L2-M10,NO,NO,80,NO SUP,NO
__export__.fal_stroke_max_VBL-080-L2-M11,VBL-080-L2-M11,NO,NO,80,NO SUP,NO
__export__.fal_stroke_max_VBL-080-L3-M01,VBL-080-L3-M01,NO,NO,80,152,153
__export__.fal_stroke_max_VBL-080-L3-M02,VBL-080-L3-M02,NO,NO,80,152,153
__export__.fal_stroke_max_VBL-080-L3-M06,VBL-080-L3-M06,NO,NO,0,152,153
__export__.fal_stroke_max_VBL-080-L3-M07,VBL-080-L3-M07,NO,NO,0,152,153
__export__.fal_stroke_max_VBL-080-L3-M10,VBL-080-L3-M10,NO,NO,0,152,153
__export__.fal_stroke_max_VBL-080-L3-M11,VBL-080-L3-M11,NO,NO,0,152,153
__export__.fal_stroke_max_VBL-080-L4-M01,VBL-080-L4-M01,NO,NO,80,NO SUP,NO
__export__.fal_stroke_max_VBL-080-L4-M02,VBL-080-L4-M02,NO,NO,80,NO SUP,NO
__export__.fal_stroke_max_VBL-080-L4-M06,VBL-080-L4-M06,NO,NO,80,NO SUP,NO
__export__.fal_stroke_max_VBL-080-L4-M07,VBL-080-L4-M07,NO,NO,80,NO SUP,NO
__export__.fal_stroke_max_VBL-080-L4-M10,VBL-080-L4-M10,NO,NO,80,NO SUP,NO
__export__.fal_stroke_max_VBL-080-L4-M11,VBL-080-L4-M11,NO,NO,80,NO SUP,NO
__export__.fal_stroke_max_VBL-100-L1-M01,VBL-100-L1-M01,30,79,80,155,156
__export__.fal_stroke_max_VBL-100-L1-M02,VBL-100-L1-M02,30,79,80,155,156
__export__.fal_stroke_max_VBL-100-L1-M03,VBL-100-L1-M03,30,79,80,155,156
__export__.fal_stroke_max_VBL-100-L1-M04,VBL-100-L1-M04,10,155,NO,NO,156
__export__.fal_stroke_max_VBL-100-L1-M05,VBL-100-L1-M05,10,155,NO,NO,156
__export__.fal_stroke_max_VBL-100-L1-M06,VBL-100-L1-M06,15,155,NO,NO,156
__export__.fal_stroke_max_VBL-100-L1-M07,VBL-100-L1-M07,15,155,NO,NO,156
__export__.fal_stroke_max_VBL-100-L1-M08,VBL-100-L1-M08,10,155,NO,NO,156
__export__.fal_stroke_max_VBL-100-L1-M09,VBL-100-L1-M09,10,155,NO,NO,156
__export__.fal_stroke_max_VBL-100-L1-M10,VBL-100-L1-M10,15,155,NO,NO,156
__export__.fal_stroke_max_VBL-100-L1-M11,VBL-100-L1-M11,15,155,NO,NO,156
__export__.fal_stroke_max_VBL-100-L1-M12,VBL-100-L1-M12,30,79,80,155,156
__export__.fal_stroke_max_VBL-100-L2-M01,VBL-100-L2-M01,NO,NO,80,NO SUP,NO
__export__.fal_stroke_max_VBL-100-L2-M02,VBL-100-L2-M02,NO,NO,80,NO SUP,NO
__export__.fal_stroke_max_VBL-100-L2-M06,VBL-100-L2-M06,NO,NO,80,NO SUP,NO
__export__.fal_stroke_max_VBL-100-L2-M07,VBL-100-L2-M07,NO,NO,80,NO SUP,NO
__export__.fal_stroke_max_VBL-100-L2-M10,VBL-100-L2-M10,NO,NO,80,NO SUP,NO
__export__.fal_stroke_max_VBL-100-L2-M11,VBL-100-L2-M11,NO,NO,80,NO SUP,NO
__export__.fal_stroke_max_VBL-100-L3-M01,VBL-100-L3-M01,NO,NO,80,100,101
__export__.fal_stroke_max_VBL-100-L3-M02,VBL-100-L3-M02,NO,NO,80,100,101
__export__.fal_stroke_max_VBL-100-L3-M06,VBL-100-L3-M06,NO,NO,0,100,101
__export__.fal_stroke_max_VBL-100-L3-M07,VBL-100-L3-M07,NO,NO,0,100,101
__export__.fal_stroke_max_VBL-100-L3-M10,VBL-100-L3-M10,NO,NO,0,100,101
__export__.fal_stroke_max_VBL-100-L3-M11,VBL-100-L3-M11,NO,NO,0,100,101
__export__.fal_stroke_max_VBL-100-L4-M01,VBL-100-L4-M01,NO,NO,100,NO SUP,NO
__export__.fal_stroke_max_VBL-100-L4-M02,VBL-100-L4-M02,NO,NO,100,NO SUP,NO
__export__.fal_stroke_max_VBL-100-L4-M06,VBL-100-L4-M06,NO,NO,100,NO SUP,NO
__export__.fal_stroke_max_VBL-100-L4-M07,VBL-100-L4-M07,NO,NO,100,NO SUP,NO
__export__.fal_stroke_max_VBL-100-L4-M10,VBL-100-L4-M10,NO,NO,100,NO SUP,NO
__export__.fal_stroke_max_VBL-100-L4-M11,VBL-100-L4-M11,NO,NO,100,NO SUP,NO
__export__.fal_stroke_max_VBL-125-L1-M01,VBL-125-L1-M01,NO,NO,40,160,161
__export__.fal_stroke_max_VBL-125-L1-M02,VBL-125-L1-M02,NO,NO,40,160,161
__export__.fal_stroke_max_VBL-125-L1-M03,VBL-125-L1-M03,NO,NO,40,160,161
__export__.fal_stroke_max_VBL-125-L1-M04,VBL-125-L1-M04,NO,NO,40,160,161
__export__.fal_stroke_max_VBL-125-L1-M05,VBL-125-L1-M05,NO,NO,40,160,161
__export__.fal_stroke_max_VBL-125-L1-M06,VBL-125-L1-M06,NO,NO,40,160,161
__export__.fal_stroke_max_VBL-125-L1-M07,VBL-125-L1-M07,NO,NO,40,160,161
__export__.fal_stroke_max_VBL-125-L1-M08,VBL-125-L1-M08,NO,NO,40,160,161
__export__.fal_stroke_max_VBL-125-L1-M09,VBL-125-L1-M09,NO,NO,40,160,161
__export__.fal_stroke_max_VBL-125-L1-M10,VBL-125-L1-M10,NO,NO,40,160,161
__export__.fal_stroke_max_VBL-125-L1-M11,VBL-125-L1-M11,NO,NO,40,160,161
__export__.fal_stroke_max_VBL-125-L1-M12,VBL-125-L1-M12,NO,NO,40,160,161
__export__.fal_stroke_max_VBL-160-L1-M01,VBL-160-L1-M01,NO,NO,40,100,101
__export__.fal_stroke_max_VBL-160-L1-M02,VBL-160-L1-M02,NO,NO,40,100,101
__export__.fal_stroke_max_VBL-160-L1-M06,VBL-160-L1-M06,NO,NO,40,NO SUP,NO
__export__.fal_stroke_max_VBL-160-L1-M07,VBL-160-L1-M07,NO,NO,40,NO SUP,NO
__export__.fal_stroke_max_VBL-160-L1-M10,VBL-160-L1-M10,NO,NO,40,NO SUP,NO
__export__.fal_stroke_max_VBL-160-L1-M11,VBL-160-L1-M11,NO,NO,40,NO SUP,NO
__export__.fal_stroke_max_VBL-200-L1-M01,VBL-200-L1-M01,NO,NO,40,100,101
__export__.fal_stroke_max_VBL-200-L1-M02,VBL-200-L1-M02,NO,NO,40,100,101
__export__.fal_stroke_max_VBL-200-L1-M06,VBL-200-L1-M06,NO,NO,40,NO SUP,NO
__export__.fal_stroke_max_VBL-200-L1-M07,VBL-200-L1-M07,NO,NO,40,NO SUP,NO
__export__.fal_stroke_max_VBL-200-L1-M10,VBL-200-L1-M10,NO,NO,40,NO SUP,NO
__export__.fal_stroke_max_VBL-200-L1-M11,VBL-200-L1-M11,NO,NO,40,NO SUP,NO
__export__.fal_stroke_max_VBM-025-DM-M01,VBM-025-DM-M01,15,49,50,104,105
__export__.fal_stroke_max_VBM-025-DM-M02,VBM-025-DM-M02,15,49,50,104,105
__export__.fal_stroke_max_VBM-025-DM-M03,VBM-025-DM-M03,15,49,50,104,105
__export__.fal_stroke_max_VBM-025-DM-M04,VBM-025-DM-M04,15,49,50,104,105
__export__.fal_stroke_max_VBM-025-DM-M05,VBM-025-DM-M05,15,49,50,104,105
__export__.fal_stroke_max_VBM-025-DM-M06,VBM-025-DM-M06,15,49,50,104,105
__export__.fal_stroke_max_VBM-025-DM-M07,VBM-025-DM-M07,15,49,50,104,105
__export__.fal_stroke_max_VBM-025-DM-M08,VBM-025-DM-M08,15,49,50,104,105
__export__.fal_stroke_max_VBM-025-DM-M09,VBM-025-DM-M09,15,49,50,104,105
__export__.fal_stroke_max_VBM-025-DM-M10,VBM-025-DM-M10,15,49,50,104,105
__export__.fal_stroke_max_VBM-025-DM-M11,VBM-025-DM-M11,15,49,50,104,105
__export__.fal_stroke_max_VBM-025-DM-M12,VBM-025-DM-M12,15,49,50,104,105
__export__.fal_stroke_max_VBM-032-DM-M01,VBM-032-DM-M01,15,49,50,149,150
__export__.fal_stroke_max_VBM-032-DM-M02,VBM-032-DM-M02,15,49,50,149,150
__export__.fal_stroke_max_VBM-032-DM-M03,VBM-032-DM-M03,15,49,50,149,150
__export__.fal_stroke_max_VBM-032-DM-M04,VBM-032-DM-M04,15,49,50,149,150
__export__.fal_stroke_max_VBM-032-DM-M05,VBM-032-DM-M05,15,49,50,149,150
__export__.fal_stroke_max_VBM-032-DM-M06,VBM-032-DM-M06,15,49,50,149,150
__export__.fal_stroke_max_VBM-032-DM-M07,VBM-032-DM-M07,15,49,50,149,150
__export__.fal_stroke_max_VBM-032-DM-M08,VBM-032-DM-M08,15,49,50,149,150
__export__.fal_stroke_max_VBM-032-DM-M09,VBM-032-DM-M09,15,49,50,149,150
__export__.fal_stroke_max_VBM-032-DM-M10,VBM-032-DM-M10,15,49,50,149,150
__export__.fal_stroke_max_VBM-032-DM-M11,VBM-032-DM-M11,15,49,50,149,150
__export__.fal_stroke_max_VBM-032-DM-M12,VBM-032-DM-M12,15,49,50,149,150
__export__.fal_stroke_max_VBM-040-DM-M01,VBM-040-DM-M01,15,49,50,160,161
__export__.fal_stroke_max_VBM-040-DM-M02,VBM-040-DM-M02,15,49,50,160,161
__export__.fal_stroke_max_VBM-040-DM-M03,VBM-040-DM-M03,15,49,50,160,161
__export__.fal_stroke_max_VBM-040-DM-M04,VBM-040-DM-M04,15,49,50,160,161
__export__.fal_stroke_max_VBM-040-DM-M05,VBM-040-DM-M05,15,49,50,160,161
__export__.fal_stroke_max_VBM-040-DM-M06,VBM-040-DM-M06,15,49,50,160,161
__export__.fal_stroke_max_VBM-040-DM-M07,VBM-040-DM-M07,15,49,50,160,161
__export__.fal_stroke_max_VBM-040-DM-M08,VBM-040-DM-M08,15,49,50,160,161
__export__.fal_stroke_max_VBM-040-DM-M09,VBM-040-DM-M09,15,49,50,160,161
__export__.fal_stroke_max_VBM-040-DM-M10,VBM-040-DM-M10,15,49,50,160,161
__export__.fal_stroke_max_VBM-040-DM-M11,VBM-040-DM-M11,15,49,50,160,161
__export__.fal_stroke_max_VBM-040-DM-M12,VBM-040-DM-M12,15,49,50,160,161
__export__.fal_stroke_max_VBM-050-DM-M01,VBM-050-DM-M01,15,49,50,150,151
__export__.fal_stroke_max_VBM-050-DM-M02,VBM-050-DM-M02,15,49,50,150,151
__export__.fal_stroke_max_VBM-050-DM-M03,VBM-050-DM-M03,15,49,50,150,151
__export__.fal_stroke_max_VBM-050-DM-M04,VBM-050-DM-M04,15,49,50,150,151
__export__.fal_stroke_max_VBM-050-DM-M05,VBM-050-DM-M05,15,49,50,150,151
__export__.fal_stroke_max_VBM-050-DM-M06,VBM-050-DM-M06,15,49,50,150,151
__export__.fal_stroke_max_VBM-050-DM-M07,VBM-050-DM-M07,15,49,50,150,151
